BEGIN_DATA,
year,month,day,hour,capacity factor
2011,1,13,0,0.0
2011,1,13,1,0.0
2011,1,13,2,0.0
2011,1,13,3,0.0
2011,1,13,4,0.0
2011,1,13,5,0.0
2011,1,13,6,0.0
2011,1,13,7,0.0
2011,1,13,8,0.0
2011,1,13,9,0.0
2011,1,13,10,0.0
2011,1,13,11,0.0002700227434325
2011,1,13,12,0.0001639865081365
2011,1,13,13,0.0005013398821732
2011,1,13,14,0.0045455270090354
2011,1,13,15,0.0
2011,1,13,16,0.0
2011,1,13,17,0.0009576313597364
2011,1,13,18,0.0
2011,1,13,19,0.0004650875011193
2011,1,13,20,0.0
2011,1,13,21,0.0
2011,1,13,22,0.0
2011,1,13,23,0.0
2011,1,14,0,0.0192451267125194
2011,1,14,1,0.0720564274047535
2011,1,14,2,0.1147478482324369
2011,1,14,3,0.1589288739685276
2011,1,14,4,0.0978388873948231
2011,1,14,5,0.0560041710974146
2011,1,14,6,0.0854025276112174
2011,1,14,7,0.0125007130235249
2011,1,14,8,0.0151757637172155
2011,1,14,9,0.0519010402379972
2011,1,14,10,0.013840827659259
2011,1,14,11,0.0113667108389054
2011,1,14,12,0.0593782668830565
2011,1,14,13,0.051997851204174
2011,1,14,14,0.0597896269427813
2011,1,14,15,0.1438386240979049
2011,1,14,16,0.1404765307439718
2011,1,14,17,0.2366161517471303
2011,1,14,18,0.1208513175781955
2011,1,14,19,0.0228385364746352
2011,1,14,20,0.0236277788957258
2011,1,14,21,0.0211334091769698
2011,1,14,22,0.0212892565446492
2011,1,14,23,0.0130680733706972
2011,1,15,0,0.0123790138821929
2011,1,15,1,0.0200036387722558
2011,1,15,2,0.0835699689625509
2011,1,15,3,0.0347918430461735
2011,1,15,4,0.1664956352077354
2011,1,15,5,0.1881041988482889
2011,1,15,6,0.0980406033845064
2011,1,15,7,0.2355504374622504
2011,1,15,8,0.0620403563050275
2011,1,15,9,0.105694279565838
2011,1,15,10,0.0628563844388539
2011,1,15,11,0.0053968500597102
2011,1,15,12,0.017483415057079
2011,1,15,13,0.0
2011,1,15,14,0.0008877805844374
2011,1,15,15,0.0009317607022182
2011,1,15,16,0.0297734851246849
2011,1,15,17,0.0259515125363115
2011,1,15,18,0.007420894490325
2011,1,15,19,0.0611993631694388
2011,1,15,20,0.1199290770420443
2011,1,15,21,0.0682398395900933
2011,1,15,22,0.0
2011,1,15,23,0.0343325796943503
2011,1,16,0,0.1221533280832943
2011,1,16,1,0.1042853429851036
2011,1,16,2,0.1533170977575715
2011,1,16,3,0.1027715173387385
2011,1,16,4,9.10312539353967e-05
2011,1,16,5,0.0356106437012452
2011,1,16,6,0.0067672477743327
2011,1,16,7,0.0004252801490698
2011,1,16,8,0.0
2011,1,16,9,0.0
2011,1,16,10,0.0006787791322192
2011,1,16,11,0.0
2011,1,16,12,0.0
2011,1,16,13,0.0
2011,1,16,14,0.0
2011,1,16,15,0.0
2011,1,16,16,0.0
2011,1,16,17,0.000186719226224
2011,1,16,18,0.030917674008501
2011,1,16,19,0.0476194105408331
2011,1,16,20,0.0632891575124403
2011,1,16,21,0.1812964358735635
2011,1,16,22,0.0097200354142904
2011,1,16,23,0.0705221757866366
2011,1,17,0,0.0005934059624093
2011,1,17,1,0.0058446756159916
2011,1,17,2,0.0
2011,1,17,3,0.0
2011,1,17,4,0.0
2011,1,17,5,0.0
2011,1,17,6,0.0
2011,1,17,7,0.0006156547278749
2011,1,17,8,0.0
2011,1,17,9,0.0
2011,1,17,10,0.0
2011,1,17,11,0.0
2011,1,17,12,0.0
2011,1,17,13,0.0063919738362463
2011,1,17,14,0.0006131011226516
2011,1,17,15,0.0
2011,1,17,16,0.107508108088646
2011,1,17,17,0.1896603350217583
2011,1,17,18,0.2374923960665592
2011,1,17,19,0.2065148875852215
2011,1,17,20,0.1959136593013056
2011,1,17,21,0.139121295857154
2011,1,17,22,0.2089470985544032
2011,1,17,23,0.3005396330466146
2011,1,18,0,0.3911014345333095
2011,1,18,1,0.4678293918324301
2011,1,18,2,0.4336166172281259
2011,1,18,3,0.1249504049281498
2011,1,18,4,0.2270554261143897
2011,1,18,5,0.0487593319610782
2011,1,18,6,0.221434333819099
2011,1,18,7,0.1866543313575544
2011,1,18,8,0.0343700671020512
2011,1,18,9,0.0034263266811347
2011,1,18,10,0.0016049387364191
2011,1,18,11,0.0001769218368956
2011,1,18,12,7.033472792087739e-05
2011,1,18,13,0.0
2011,1,18,14,0.000245186912215
2011,1,18,15,0.0
2011,1,18,16,4.623257824779132e-06
2011,1,18,17,0.0002845437721711
2011,1,18,18,0.0017197474696925
2011,1,18,19,0.0004505999329091
2011,1,18,20,0.0111271998526486
2011,1,18,21,0.0308885228719601
2011,1,18,22,0.0009896775145304
2011,1,18,23,0.0
2011,1,19,0,0.0012876405680825
2011,1,19,1,0.0
2011,1,19,2,0.0002431172596136
2011,1,19,3,0.0001686432264898
2011,1,19,4,0.0
2011,1,19,5,0.0
2011,1,19,6,0.0
2011,1,19,7,0.0
2011,1,19,8,0.0
2011,1,19,9,0.0
2011,1,19,10,0.0
2011,1,19,11,0.0
2011,1,19,12,0.0
2011,1,19,13,0.0
2011,1,19,14,0.0
2011,1,19,15,0.0
2011,1,19,16,0.0
2011,1,19,17,0.0
2011,1,19,18,0.001381843221977
2011,1,19,19,0.00015467307143
2011,1,19,20,0.0
2011,1,19,21,0.0
2011,1,19,22,0.0
2011,1,19,23,0.0082815076471978
2011,1,20,0,0.0226930197232003
2011,1,20,1,0.0157284913433083
2011,1,20,2,0.0884628308084505
2011,1,20,3,0.0479495458786552
2011,1,20,4,0.0237842817698736
2011,1,20,5,0.0009400727731525
2011,1,20,6,0.1286183441597686
2011,1,20,7,0.0287069081285251
2011,1,20,8,0.32190476039867
2011,1,20,9,0.9677685436360204
2011,1,20,10,0.7179863279441117
2011,1,20,11,0.951051810925439
2011,1,20,12,0.7378166487358593
2011,1,20,13,0.97104983003595
2011,1,20,14,0.9134735279076676
2011,1,20,15,0.9183559156186668
2011,1,20,16,0.5
2011,1,20,17,0.0
2011,1,20,18,0.0
2011,1,20,19,0.6666666666666666
2011,1,20,20,0.9963966955333128
2011,1,20,21,0.9774278597495342
2011,1,20,22,0.9842766878735276
2011,1,20,23,0.8600531185483892
2011,1,21,0,0.9381048278436084
2011,1,21,1,0.7503103969254914
2011,1,21,2,0.3901909771802664
2011,1,21,3,0.000177439250046
2011,1,21,4,0.0012313763768069
2011,1,21,5,0.0
2011,1,21,6,0.0026583673425778
2011,1,21,7,0.0794670528511993
2011,1,21,8,0.3085131580469857
2011,1,21,9,0.3081820891333402
2011,1,21,10,0.3149558658377318
2011,1,21,11,0.1724869045014952
2011,1,21,12,0.0830307765887205
2011,1,21,13,0.0932823169671871
2011,1,21,14,0.0002027924944138
2011,1,21,15,0.0003130014954411
2011,1,21,16,0.0770554028774439
2011,1,21,17,0.1432773773360503
2011,1,21,18,0.3407669425521522
2011,1,21,19,0.330198951662821
2011,1,21,20,0.5314247727478681
2011,1,21,21,0.4516165398079739
2011,1,21,22,0.5012905616420488
2011,1,21,23,0.5511072736755515
2011,1,22,0,0.6443367439010423
2011,1,22,1,0.6203982521841322
2011,1,22,2,0.5123896213552869
2011,1,22,3,0.0851023543935386
2011,1,22,4,0.0
2011,1,22,5,0.0
2011,1,22,6,0.0
2011,1,22,7,0.0
2011,1,22,8,0.0
2011,1,22,9,0.0001422551558213
2011,1,22,10,0.0
2011,1,22,11,0.0
2011,1,22,12,0.0
2011,1,22,13,0.0
2011,1,22,14,0.0
2011,1,22,15,0.0
2011,1,22,16,0.0
2011,1,22,17,0.0
2011,1,22,18,0.0005685701311919
2011,1,22,19,0.017064487781211
2011,1,22,20,0.0
2011,1,22,21,0.0
2011,1,22,22,0.0004350775383982
2011,1,22,23,0.0254517739719883
2011,1,23,0,0.0863386105660755
2011,1,23,1,0.1823907437473558
2011,1,23,2,0.0210475108821967
2011,1,23,3,0.0011547657700247
2011,1,23,4,0.0103815136524675
2011,1,23,5,0.0093688067781037
2011,1,23,6,0.0077355141038725
2011,1,23,7,0.0941884907637503
2011,1,23,8,0.113416418122163
2011,1,23,9,0.0418363149957923
2011,1,23,10,0.0001955487103087
2011,1,23,11,0.0521344369642893
2011,1,23,12,0.0415296429038857
2011,1,23,13,0.0410801870714109
2011,1,23,14,0.2036754665845873
2011,1,23,15,0.0097832646464943
2011,1,23,16,0.1772379117910492
2011,1,23,17,0.0305222255438086
2011,1,23,18,0.0313750617455713
2011,1,23,19,0.0995597920225663
2011,1,23,20,0.1863705189605427
2011,1,23,21,0.0791418017284572
2011,1,23,22,0.0
2011,1,23,23,0.0269237485061157
2011,1,24,0,0.1150555993052552
2011,1,24,1,0.0
2011,1,24,2,0.0174716661826563
2011,1,24,3,0.0
2011,1,24,4,0.0
2011,1,24,5,0.0
2011,1,24,6,0.0001421882347643
2011,1,24,7,0.0
2011,1,24,8,0.0
2011,1,24,9,0.0
2011,1,24,10,0.0
2011,1,24,11,0.0
2011,1,24,12,0.0
2011,1,24,13,0.0
2011,1,24,14,0.0
2011,1,24,15,0.0
2011,1,24,16,0.0
2011,1,24,17,0.0002808549590616
2011,1,24,18,0.0
2011,1,24,19,0.0
2011,1,24,20,0.0
2011,1,24,21,0.0010801591322586
2011,1,24,22,0.001108131665435
2011,1,24,23,0.0001986531892108
2011,1,25,0,0.0
2011,1,25,1,0.0189409311755843
2011,1,25,2,0.0137854287685047
2011,1,25,3,0.0661295628781565
2011,1,25,4,0.0395251932527529
2011,1,25,5,0.0780622839148626
2011,1,25,6,0.1689660929606172
2011,1,25,7,0.2550639956773493
2011,1,25,8,0.2471370547195665
2011,1,25,9,0.2613533052463597
2011,1,25,10,0.4785648564084689
2011,1,25,11,0.6122275105811522
2011,1,25,12,0.9511987018347018
2011,1,25,13,0.9228643314743162
2011,1,25,14,0.6487205463807065
2011,1,25,15,0.4231636858243075
2011,1,25,16,0.2036564677900734
2011,1,25,17,0.2104073558143027
2011,1,25,18,0.2196941139166588
2011,1,25,19,0.009583968108902
2011,1,25,20,0.0003941684389911
2011,1,25,21,0.0
2011,1,25,22,0.1014076504095572
2011,1,25,23,0.2122173433629531
2011,1,26,0,0.238085362681135
2011,1,26,1,0.5358236507293048
2011,1,26,2,0.8140457284184665
2011,1,26,3,0.8262085975602194
2011,1,26,4,0.6299288977259428
2011,1,26,5,0.4287058290375467
2011,1,26,6,0.1396748411101616
2011,1,26,7,5.377750710926208e-05
2011,1,26,8,0.0
2011,1,26,9,0.0
2011,1,26,10,0.0
2011,1,26,11,0.0
2011,1,26,12,0.0
2011,1,26,13,0.0
2011,1,26,14,0.0
2011,1,26,15,0.0007610478231269
2011,1,26,16,0.0031809144945048
2011,1,26,17,0.0008728090636053
2011,1,26,18,0.0214464542629594
2011,1,26,19,0.0006643250245375
2011,1,26,20,0.0143899646306908
2011,1,26,21,0.0
2011,1,26,22,0.0
2011,1,26,23,0.0281570151307058
2011,1,27,0,0.1569752087306378
2011,1,27,1,0.7299769474162217
2011,1,27,2,0.9255420919904122
2011,1,27,3,0.7981480334877413
2011,1,27,4,0.6084965655243968
2011,1,27,5,0.4273224930110701
2011,1,27,6,0.455957182496185
2011,1,27,7,0.4535730875726262
2011,1,27,8,0.3446528021292591
2011,1,27,9,0.3637813029479897
2011,1,27,10,0.5602813701699151
2011,1,27,11,0.3600789904102659
2011,1,27,12,0.3067485816204797
2011,1,27,13,0.1723851015656077
2011,1,27,14,0.0
2011,1,27,15,0.0003859232891138
2011,1,27,16,0.0
2011,1,27,17,0.0001613994423847
2011,1,27,18,0.0
2011,1,27,19,0.0
2011,1,27,20,0.0
2011,1,27,21,0.0
2011,1,27,22,0.0
2011,1,27,23,0.004371321576995
2011,1,28,0,0.000230215391383
2011,1,28,1,0.0394465999793961
2011,1,28,2,0.0
2011,1,28,3,0.0
2011,1,28,4,0.0
2011,1,28,5,0.0
2011,1,28,6,0.0
2011,1,28,7,0.0
2011,1,28,8,0.0
2011,1,28,9,0.000602168525437
2011,1,28,10,0.0
2011,1,28,11,0.0
2011,1,28,12,0.0059165469646679
2011,1,28,13,0.0224631686852155
2011,1,28,14,9.775762489011546e-05
2011,1,28,15,0.0343935664834597
2011,1,28,16,0.0
2011,1,28,17,0.0
2011,1,28,18,0.0
2011,1,28,19,0.0
2011,1,28,20,0.0
2011,1,28,21,0.0
2011,1,28,22,0.0
2011,1,28,23,0.0
2011,1,29,0,0.0
2011,1,29,1,0.0
2011,1,29,2,0.0
2011,1,29,3,0.055207559353317
2011,1,29,4,0.2929522835143623
2011,1,29,5,0.388780176406119
2011,1,29,6,0.4550763835562119
2011,1,29,7,0.5752327568034483
2011,1,29,8,0.4310260190460538
2011,1,29,9,0.4343101449711213
2011,1,29,10,0.5895461194970859
2011,1,29,11,0.4656837668210187
2011,1,29,12,0.3289068944528017
2011,1,29,13,0.2747677160597973
2011,1,29,14,0.1889424191263403
2011,1,29,15,0.282140555600176
2011,1,29,16,0.2609108977806225
2011,1,29,17,0.143734105459971
2011,1,29,18,0.2797885799998638
2011,1,29,19,0.1303972462543821
2011,1,29,20,0.0020412629799743
2011,1,29,21,0.0
2011,1,29,22,0.0707562511486465
2011,1,29,23,0.0777725354492685
2011,1,30,0,0.0631313988161176
2011,1,30,1,0.0362416514937469
2011,1,30,2,0.0471752805221583
2011,1,30,3,0.007456403141412
2011,1,30,4,0.0
2011,1,30,5,0.0001241456955586
2011,1,30,6,0.0029444589079259
2011,1,30,7,0.0453080714302617
2011,1,30,8,0.0760479471297495
2011,1,30,9,0.0333624456561155
2011,1,30,10,0.0
2011,1,30,11,0.0008867122976081
2011,1,30,12,0.0769596865663731
2011,1,30,13,0.1256877172576733
2011,1,30,14,0.287328118936302
2011,1,30,15,0.3951904227002183
2011,1,30,16,0.3590190334936094
2011,1,30,17,0.1673243422173139
2011,1,30,18,0.1241317289985866
2011,1,30,19,0.4948554510098038
2011,1,30,20,0.4428797635195727
2011,1,30,21,0.4231631357267831
2011,1,30,22,0.4843973836521755
2011,1,30,23,0.6499160589251322
2011,1,31,0,0.5975390084297755
2011,1,31,1,0.5469570112242048
2011,1,31,2,0.4307246345542524
2011,1,31,3,0.4786167066605217
2011,1,31,4,0.4745008313568899
2011,1,31,5,0.4550382020340817
2011,1,31,6,0.3836267740445889
2011,1,31,7,0.3553459849100044
2011,1,31,8,0.6939436714403525
2011,1,31,9,0.6241469951659032
2011,1,31,10,0.6850949987192397
2011,1,31,11,0.7844894863168443
2011,1,31,12,0.7441526403895455
2011,1,31,13,0.8505782211282215
2011,1,31,14,0.807902148264566
2011,1,31,15,0.6423458475125635
2011,1,31,16,0.7691171421786716
2011,1,31,17,0.7883563309750655
2011,1,31,18,0.7190708440286607
2011,1,31,19,0.6520766001858413
2011,1,31,20,0.6230299917465544
2011,1,31,21,0.5355715146748256
2011,1,31,22,0.6919353947436332
2011,1,31,23,0.4646820447175979
2011,2,1,0,0.3226633770183683
2011,2,1,1,0.313826427365401
2011,2,1,2,0.3811334871044704
2011,2,1,3,0.3596088000584256
2011,2,1,4,0.2436660510467712
2011,2,1,5,0.171602023720765
2011,2,1,6,0.0668930582979118
2011,2,1,7,0.173887961181979
2011,2,1,8,0.1066010126502892
2011,2,1,9,0.1466783609322369
2011,2,1,10,0.2344297229698472
2011,2,1,11,0.324392258464038
2011,2,1,12,0.2967172609305665
2011,2,1,13,0.2893701928468559
2011,2,1,14,0.1482277962614731
2011,2,1,15,0.115819824211262
2011,2,1,16,0.1532539376695617
2011,2,1,17,0.3937362441006909
2011,2,1,18,0.6444532465672652
2011,2,1,19,0.4634509830223282
2011,2,1,20,0.3810872332237811
2011,2,1,21,0.3522983246476876
2011,2,1,22,0.4440641043789208
2011,2,1,23,0.2113832721548456
2011,2,2,0,0.2337871076576535
2011,2,2,1,0.2251477482536967
2011,2,2,2,0.2629850372362932
2011,2,2,3,0.2764273098186701
2011,2,2,4,0.1551627072287772
2011,2,2,5,0.0591991108503672
2011,2,2,6,0.0739406230479229
2011,2,2,7,0.0182204433270219
2011,2,2,8,0.0060423318857044
2011,2,2,9,0.0185362873017084
2011,2,2,10,0.0365286483512221
2011,2,2,11,0.1201494543790839
2011,2,2,12,0.1121912570632037
2011,2,2,13,0.030161750196077
2011,2,2,14,0.0007936448515998
2011,2,2,15,0.00930968887925
2011,2,2,16,0.0442751892163112
2011,2,2,17,0.1946430107992706
2011,2,2,18,0.1915355766831049
2011,2,2,19,0.2284663199186377
2011,2,2,20,0.1248823789717434
2011,2,2,21,0.3834796143552609
2011,2,2,22,0.5028593540366463
2011,2,2,23,0.3597593539761711
2011,2,3,0,0.5635114910339974
2011,2,3,1,0.2214008065668901
2011,2,3,2,0.2621048362252818
2011,2,3,3,0.3504325451255498
2011,2,3,4,0.2706726413794814
2011,2,3,5,0.3203702966039867
2011,2,3,6,0.1391960938014801
2011,2,3,7,0.1437855434638501
2011,2,3,8,0.1397868904100308
2011,2,3,9,0.127632567647397
2011,2,3,10,0.1713689798640187
2011,2,3,11,0.1276171215734049
2011,2,3,12,0.0334623515066626
2011,2,3,13,0.0291947786093419
2011,2,3,14,0.0011998141746347
2011,2,3,15,0.0008453861666361
2011,2,3,16,0.000277299988066
2011,2,3,17,0.0296714600362238
2011,2,3,18,0.0388079136685506
2011,2,3,19,0.0212929942419129
2011,2,3,20,0.0
2011,2,3,21,0.0768179073171318
2011,2,3,22,0.0369678900962074
2011,2,3,23,0.0100029890402079
2011,2,4,0,0.0090575815590567
2011,2,4,1,0.1977243795466602
2011,2,4,2,0.1757802314635808
2011,2,4,3,0.0259562339517594
2011,2,4,4,0.0442174961274483
2011,2,4,5,0.1208528261161011
2011,2,4,6,0.3639894699726242
2011,2,4,7,0.6696682854006434
