BEGIN_DATA,
year,month,day,hour,load
2011,1,28,3,9.335792
2011,1,28,4,9.200368
2011,1,28,5,8.946448
2011,1,28,6,8.97184
2011,1,28,7,9.149584
2011,1,28,8,9.403504000000002
2011,1,28,9,9.869024
2011,1,28,10,10.038304
2011,1,28,11,10.055232
2011,1,28,12,10.131408
2011,1,28,13,9.98752
2011,1,28,14,10.080624
2011,1,28,15,9.995984
2011,1,28,16,10.122944
2011,1,28,17,10.038304
2011,1,28,18,9.81824
2011,1,28,19,9.640496
2011,1,28,20,9.665888
2011,1,28,21,9.632032
2011,1,28,22,9.471216
2011,1,28,23,9.513536
2011,1,29,0,9.572784
2011,1,29,1,9.784384
2011,1,29,2,10.046768
2011,1,29,3,9.547392
2011,1,29,4,9.47968
2011,1,29,5,9.420432000000002
2011,1,29,6,9.411968000000002
2011,1,29,7,9.682816
2011,1,29,8,9.792848
2011,1,29,9,9.843632
2011,1,29,10,9.995984
2011,1,29,11,10.097552
2011,1,29,12,10.393792
2011,1,29,13,10.258368
2011,1,29,14,10.444576
2011,1,29,15,10.427648
2011,1,29,16,10.393792
2011,1,29,17,10.436112
2011,1,29,18,10.32608
2011,1,29,19,10.461504
2011,1,29,20,10.45304
2011,1,29,21,10.41072
2011,1,29,22,10.309152
2011,1,29,23,10.275296
2011,1,30,0,9.962128000000002
2011,1,30,1,9.826704
2011,1,30,2,9.784384
2011,1,30,3,9.640496
2011,1,30,4,9.555856
2011,1,30,5,9.462752
2011,1,30,6,9.716672
2011,1,30,7,10.351472
2011,1,30,8,8.337040000000002
2011,1,30,9,7.1097600000000005
2011,1,30,10,9.852096
2011,1,30,11,10.232976
2011,1,30,12,12.196624
2011,1,30,13,11.604144
2011,1,30,14,11.324832
2011,1,30,15,11.367152
2011,1,30,16,11.375616
2011,1,30,17,11.316368
2011,1,30,18,11.206336
2011,1,30,19,10.91856
2011,1,30,20,10.774672
2011,1,30,21,10.596928
2011,1,30,22,10.334544
2011,1,30,23,10.309152
2011,1,31,0,10.182192
2011,1,31,1,10.055232
2011,1,31,2,9.86056
2011,1,31,3,9.640496
2011,1,31,4,9.962128000000002
2011,1,31,5,9.911344
2011,1,31,6,10.1568
2011,1,31,7,10.66464
2011,1,31,8,11.155552
2011,1,31,9,11.113232
2011,1,31,10,11.053984
2011,1,31,11,10.893168
2011,1,31,12,10.87624
2011,1,31,13,10.698496
2011,1,31,14,10.74928
2011,1,31,15,10.800064
2011,1,31,16,10.800064
2011,1,31,17,10.732352
2011,1,31,18,10.520752
2011,1,31,19,10.359936
2011,1,31,20,10.45304
2011,1,31,21,10.32608
2011,1,31,22,10.300688
2011,1,31,23,10.097552
2011,2,1,0,10.089088
2011,2,1,1,9.742064
2011,2,1,2,9.454288
2011,2,1,3,9.158048
2011,2,1,4,9.26808
2011,2,1,5,9.35272
2011,2,1,6,9.640496
2011,2,1,7,10.317616
2011,2,1,8,10.87624
2011,2,1,9,10.867776
